nombre;tipo;zip_code;estado;direccion;seller_rating;seller_reviews
Kunes Chevrolet Cadillac of Delavan;Dealer;53115;WI;1231 E Geneva St Delavan;4.7;923
Kunes Chrysler Dodge Jeep Ram of Woodstock;Dealer;60098;IL;1790 S Eastwood Dr Woodstock;4.5;613
Kunes Ford Lincoln of Delavan;Dealer;53115;WI;1234 E. Geneva Street Delavan;4.8;1274
Kunes Nissan of Davenport;Dealer;52806;IA;3750 N Harrison St Davenport;1.5;2
Kuni BMW;Dealer;97005;OR;10999 SW Canyon Rd Beaverton;4.7;1384
Kuni Lexus of Greenwood Village;Dealer;80111;CO;5150 S Quebec Street Greenwood Village;4.7;643
Kyle Edwards Buick GMC;Dealer;74401;OK;1600 N Main St Muskogee;4.4;44
LA Auto Exchange;Dealer;90640;CA;7433 Telegraph Rd Montebello;3.3;81
Labadie Buick GMC;Dealer;48706;MI;711 S. Euclid Ave. Bay City;4.8;292
LaFontaine Buick GMC of Ann Arbor;Dealer;48103;MI;500 Auto Mall Dr Ann Arbor;4.5;223
LaFontaine Cadillac Buick GMC;Dealer;48357;MI;4000 Highland Rd Highland Charter Twp;4.8;1787
LaFontaine Chrysler Dodge Jeep Ram of Walled Lake;Dealer;48390;MI;1111 South Commerce Road Walled Lake;4.9;6307
LaFontaine Chrysler Jeep Dodge RAM Fenton;Dealer;48430;MI;16555 Silver Pkwy Fenton;4.5;422
LaFontaine Kia of Ypsilanti;Dealer;48197;MI;444 James L Hart Parkway Ypsilanti;3.4;28
LaFontaine Subaru;Dealer;48390;MI;3055 E West Maple Rd Commerce Charter Twp;4.4;251
LaFontaine Volvo Cars of Farmington Hills;Dealer;48335;MI;24730 Haggerty Rd Farmington Hills;4.5;123
Lahti's Jeep;Dealer;1453;MA;223 Central St Leominster;4.9;358
Lake Chevrolet;Dealer;58301;ND;123 5 St. NE Devils Lake;4.9;183
Lake Ford;Dealer;53221;WI;4201 S. 27th Street Milwaukee;4.7;3996
Lake Norman Chrysler Dodge Jeep Ram;Dealer;28031;NC;20700 Torrence Chapel Rd Cornelius;4.8;2616
Lake Norman Hyundai;Dealer;28031;NC;20520 Chartwell Center Dr Cornelius;4.6;656
Lake Norman INFINITI;Dealer;28031;NC;20435 Chartwell Center Dr Cornelius;4.5;218
Lake Toyota;Dealer;58301;ND;424 Hwy 2 E Devils Lake;4.8;152
Lakeshore of Picayune;Dealer;39466;MS;251 Frontage Rd Picayune;4.7;34
Lakeside Toyota;Dealer;70002;LA;3701 N Causeway Blvd Metairie;4.7;888
Lamacchia Honda;Dealer;13204;NY;932 W Genesee St Syracuse;3.9;106
Lamborghini Paramus;Dealer;7652;NJ;401 NJ-17 Paramus;4.9;88
Lance Cunningham Ford;Dealer;37912;TN;4101 Clinton Hwy Knoxville;4.7;359
Land Rover Cary;Dealer;27511;NC;1000 Autopark Blvd Cary;4.7;98
Land Rover Denver;Dealer;80121;CO;6160 S Broadway Littleton;4.6;240
Land Rover Hanover;Dealer;2339;MA;2144 Washington Street Hanover;4.6;266
Land Rover Jaguar Houston Central;Dealer;77024;TX;7025 Old Katy Rd Houston;4.4;476
Land Rover Jaguar Main Line;Dealer;19087;PA;325 E Lancaster Ave Wayne;4.7;1381
Land Rover Jaguar San Diego;Dealer;92126;CA;9320 Miramar Road San Diego;4.4;176
Land Rover Jaguar Van Nuys;Dealer;91406;CA;15500 Roscoe Blvd Van Nuys;4.6;74
Land Rover Mt. Kisco;Dealer;10549;NY;299 Kisco Ave Mt Kisco;4.5;202
Land Rover North Hills;Dealer;15090;PA;15035 Perry Highway Wexford;4.5;140
Land Rover Palm Beach;Dealer;33411;FL;7550 Okeechobee Blvd West Palm Beach;4.9;492
Land Rover Parsippany;Dealer;7054;NJ;220 Route US Route 46 West Parsippany;4.7;220
Land Rover Pasadena;Dealer;91107;CA;3485 East Colorado Boulevard Pasadena;3.7;23
Land Rover Rocklin;Dealer;95677;CA;4545 Granite Dr Rocklin;4.2;6
Land Rover San Antonio;Dealer;78230;TX;13660 IH-10 West San Antonio;3.7;75
Land Rover South Atlanta;Dealer;30291;GA;3900 Jonesboro Rd Atlanta;3.7;6
Land Rover West Houston;Dealer;77450;TX;20415 Katy Freeway Katy;4.3;150
Landers Chevrolet of Norman;Dealer;73072;OK;1221 Ed Noble Pkwy Norman;4.6;502
Landers Chrysler Dodge Jeep RAM;Dealer;72212;AR;401 Colonel Glenn Plaza Loop Little Rock;4.5;3791
Landers Kia;Dealer;72210;AR;201 COLONEL GLENN PLAZA LOOP Little Rock;4.5;212
Landers McLarty Chevrolet;Dealer;35816;AL;4930 University Dr Huntsville;4.5;141
Landers McLarty Subaru;Dealer;35816;AL;5790 University Drive Huntsville;4.9;510
Landers McLarty Toyota;Dealer;37334;TN;2970 Huntsville Hwy Fayetteville;4.8;612
Landers Toyota;Dealer;72204;AR;10825 Colonel Glenn Road Little Rock;4.8;2310
Landers Toyota of Northwest Arkansas;Dealer;72758;AR;411 S Metro Pkwy Rogers;4.7;7135
Landmark Dodge Chrysler Jeep RAM Morrow;Dealer;30260;GA;6850 Mt. Zion Blvd. Morrow;4.5;1310
Largo Honda;Dealer;33034;FL;554 Northeast 1st Avenue Florida City;4.9;6645
Larry H. Miller Chrysler Dodge Jeep Ram 104th;Dealer;80234;CO;1800 W. 104th Avenue Thornton;4.5;1417
Larry H. Miller Chrysler Dodge Ram FIAT Denver;Dealer;80014;CO;2727 S. Havana Street Denver;4;228
Larry H. Miller Chrysler Jeep Dodge RAM Boise;Dealer;83709;ID;222 Auto Drive Boise;4.7;1160
Larry H. Miller Chrysler Jeep Dodge RAM Surprise;Dealer;85388;AZ;13165 N. Autoshow Avenue Surprise;4.7;1481
Larry H. Miller Ford Mesa;Dealer;85210;AZ;460 E Auto Center Dr Mesa;4.5;681
Larry H. Miller Honda Boise;Dealer;83709;ID;7710 Gratz Dr Boise;4.7;738
Larry H. Miller Nissan Arapahoe;Dealer;80112;CO;10030 E Arapahoe Rd Centennial;4.3;161
Larry H. Miller Toyota Peoria;Dealer;85382;AZ;8633 West Bell Road Peoria;4.7;2306
Larry H. Miller Used Car Supermarket Sandy;Dealer;84070;UT;10990 Auto Mall Dr Sandy;3.9;338
Larry H. Miller Volkswagen Avondale;Dealer;85323;AZ;10205 W. Papago Freeway Avondale;4.5;710
Larry Roesch Dodge Chrysler Jeep RAM;Dealer;60126;IL;200 W. Grand Avenue Elmhurst;4.7;719
Larson Ford;Dealer;8701;NJ;1150 Ocean Ave # 88 Lakewood;4.9;1088
Larson Hyundai;Dealer;98409;WA;7601 South Tacoma Way Tacoma;4.6;264
Laura Buick GMC;Dealer;62234;IL;903 N Bluff Rd Collinsville;4.7;2710
Laurel BMW of Westmont;Dealer;60559;IL;430 E. Ogden Ave. Westmont;4.7;1417
Laurel Chrysler Dodge Jeep RAM;Dealer;15904;PA;1000 Eisenhower Blvd Johnstown;4.1;17
Lawless Chrysler Dodge Jeep RAM;Dealer;1801;MA;196 Lexington St Woburn;4.6;1385
Lawton Kia;Dealer;73505;OK;4455 NW Cache Rd Lawton;4.5;1146
LAX Automotive;Dealer;90301;CA;1030 W Manchester Blvd Inglewood;4.8;124
Lee Johnson Chevrolet Mazda KIA;Dealer;98033;WA;11845 Northeast 85th Street Kirkland;4.7;196
Lee's Summit Subaru;Dealer;64064;MO;2101 NE Independence Ave Lees Summit;2.9;67
Leesburg Auto Import;Dealer;20175;VA;2 Fairfax St;4.1;300
Legend Porsche Audi VW;Dealer;11701;NY;158 Merrick Rd Amityville;4.4;417
Legends Honda;Dealer;66109;KS;10050 Parallel Pkwy Kansas City;4.4;216
Lehigh Valley Honda;Dealer;18049;PA;675 State Rd Emmaus;4.7;2285
Lehighton Ford;Dealer;18235;PA;54 Blakeslee Blvd Dr E Lehighton;4;14
Lehman Hyundai;Dealer;33169;FL;21400 Northwest 2nd Avenue Miami Gardens;4.5;1732
Lehman Subaru;Dealer;33169;FL;21300 Northwest 2nd Avenue Miami;4.5;199
Leith BMW;Dealer;27616;NC;5603 Capital Blvd Raleigh;4.9;2704
Leith Honda;Dealer;27616;NC;3940 Capital Hills Drive Raleigh;4.9;8214
Leith Wendell;Dealer;27591;NC;5330 Rolesville Rd Wendell;4.9;1075
Leman's Chevy City;Dealer;61704;IL;1602 Morrissey Dr Bloomington;4.9;653
Leonardtown Ford;Dealer;20650;MD;26322 Point Lookout Rd Leonardtown;4.6;135
Les Stanford Chevrolet Cadillac;Dealer;48124;MI;21730 Michigan Ave Dearborn;4.7;771
Leskovar Mitsubishi;Dealer;99336;WA;3020 W Clearwater Ave Kennewick;4.8;268
Leson Chevrolet;Dealer;70058;LA;1501 Westbank Expy Harvey;4.5;252
Lester Glenn Chevrolet;Dealer;8753;NJ;398 NJ-37 Toms River;4.9;3214
Lester Glenn Chevrolet Freehold;Dealer;7728;NJ;3712 US-9 Freehold Township;4.9;472
Lester Glenn Chrysler Dodge Jeep RAM;Dealer;8755;NJ;1199 Route 37 W Toms River;4.8;1670
Lester Glenn Honda;Dealer;8750;NJ;2110 NJ-35 Sea Girt;4.8;304
Lester Glenn Hyundai;Dealer;8753;NJ;386 Rte 37 Toms River;4.9;4458
LeSueur Car Company;Dealer;85281;AZ;1109 E Curry Rd Tempe;4.9;1625
Lets Go Auto;Dealer;29505;SC;1920 Pamplico Hwy Florence;4.4;14
LeValley Chevrolet Buick GMC;Dealer;49022;MI;2130 M-139 Benton Harbor;4.7;99
Lexus of Akron Canton;Dealer;44312;OH;1000 Interstate Pkwy Akron;4.9;1088
Lexus of Ann Arbor;Dealer;48103;MI;590 Auto Mall Dr. Ann Arbor;4.2;168
Lexus of Arlington;Dealer;60074;IL;1510 W Dundee Rd Palatine;4.7;3035
Lexus of Birmingham;Dealer;35210;AL;1001 Tom Williams Way Irondale;4.8;1145
Lexus of Brookfield;Dealer;53045;WI;20001 W Bluemound Rd Brookfield;4.9;2478
Lexus of Cerritos;Dealer;90703;CA;18800 Studebaker Rd Cerritos;4.7;2246
Lexus of Cherry Hill;Dealer;8054;NJ;1230 Route 73 South  Mount Laurel;4.7;659
Lexus of Chester Springs;Dealer;19425;PA;400 Pottstown Pike Chester Springs;4.8;197
Lexus of Clearwater;Dealer;33761;FL;27547 US Highway 19 N Clearwater;4.7;1443
Lexus of Colorado Springs;Dealer;80905;CO;604 Auto Heights Colorado Springs;4.7;372
Lexus of Concord;Dealer;94520;CA;2101 Market St Concord;4.5;471
Lexus of Cool Springs;Dealer;37027;TN;1636 Westgate Cir Brentwood;4.7;303
Lexus of Glendale;Dealer;91204;CA;1221 S Brand Blvd Glendale;4.3;226
Lexus of Greenville;Dealer;29607;SC;2660 Laurens Rd Greenville;4.6;177
Lexus of Henderson;Dealer;89011;NV;7737 Eastgate Rd Henderson;4.8;4755
Lexus Of Highland Park;Dealer;60035;IL;3040 Skokie Valley Rd Highland Park;4.4;224
Lexus of Knoxville;Dealer;37922;TN;10315 Parkside Dr Knoxville;4.7;1034
Lexus of Lehigh Valley;Dealer;18104;PA;4500 Broadway Allentown;4.7;194
Lexus of Louisville;Dealer;40299;KY;2400 Blankenbaker Pkwy Louisville;4.8;735
Lexus of Manhattan;Dealer;10019;NY;679 11th Ave New York;4.4;432
Lexus of Maplewood;Dealer;55109;MN;3000 US-61 Maplewood;4.7;994
Lexus of Marin;Dealer;94901;CA;513 Francisco Blvd E San Rafael;4.7;760
Lexus of Mobile;Dealer;36606;AL;3040 Government Blvd. Mobile;4.4;132
Lexus of Naperville;Dealer;60540;IL;2480 Aurora Ave Naperville;4.8;992
Lexus of North Miami;Dealer;33181;FL;14100 Biscayne Blvd North Miami;4.7;2357
Lexus of Omaha;Dealer;68154;NE;13025 W Dodge Rd Omaha;4.8;383
Lexus of Orange County;Dealer;10940;NY;3496 Route 6 Middletown;4.7;1104
Lexus of Orange Park;Dealer;32244;FL;7040 Blanding Blvd Jacksonville;4.8;514
Lexus of Palm Beach;Dealer;33417;FL;5700 Okeechobee Blvd West Palm Beach;4.7;2321
Lexus of Portland;Dealer;97225;OR;8840 SW Canyon Rd Portland;4.7;466
Lexus of Seattle;Dealer;98036;WA;20300 WA-99 Lynnwood;4.8;521
Lexus of Serramonte;Dealer;94014;CA;700 Serramonte Blvd Colma;4.8;775
Lexus of Stevens Creek;Dealer;95117;CA;3333 Stevens Creek Blvd San Jose;4.9;905
Lexus of Tampa Bay;Dealer;33614;FL;5804 N Dale Mabry Highway Tampa;4.7;1929
Lexus of Watertown;Dealer;2472;MA;330 Arsenal St Watertown;4.9;2464
Lexus of Wayzata;Dealer;55391;MN;16100 Wayzata Blvd Wayzata;4.8;1855
Lexus of West Kendall;Dealer;33186;FL;13750 SW 136th St Miami;4.8;979
Lexus of Woodland Hills;Dealer;91364;CA;21701 Ventura Blvd Los Angeles;4.8;660
Lexus Santa Monica;Dealer;90404;CA;1501 Santa Monica Blvd Santa Monica;4.7;112
LF Autos;Dealer;21211;MD;701 W 34th St Baltimore;4.8;75
Lia INFINITI;Dealer;12047;NY;965 New Loudon Rd Cohoes;4.8;472
Lia Nissan of Glens Falls;Dealer;12804;NY;373 Dix Ave Queensbury;4.8;396
Lia Nissan of Saratoga;Dealer;12020;NY;2906 U.S. 9 Malta;4.7;387
Lia Toyota of Colonie;Dealer;12304;NY;2116 Central Ave Schenectady;4.5;770
Liberty Auto City;Dealer;60048;IL;1000 E Park Ave Libertyville;4.5;635
Liberty Auto Plaza;Dealer;60048;IL;920 S Milwaukee Ave Libertyville;3.7;649
Liberty Buick;Dealer;85382;AZ;8737 W Bell Rd Peoria;4.9;1672
Liberty Buick GMC;Dealer;28105;NC;9028 E Independence Blvd. Matthews;4.3;115
Liberty Ford Brunswick;Dealer;44212;OH;3101 Center Rd Brunswick;4.6;846
Liberty Ford Vermilion;Dealer;44089;OH;4215 Liberty Avenue Vermilion;4.7;841
Liberty GMC;Dealer;85382;AZ;8660 W. Bell Rd. Peoria;4.8;1501
Liberty Hyundai;Dealer;7430;NJ;305 State Rt 17 Mahwah;4.7;1169
Liberty Kia;Dealer;7446;NJ;815 Nj-17 Ramsey;4.7;143
Liberty Mitsubishi;Dealer;57701;SD;600 Cambell St Rapid City;4;4
Libertyville Chevrolet;Dealer;60048;IL;1001 S Milwaukee Ave Libertyville;4.3;936
Libertyville Hyundai;Dealer;60048;IL;1119 S Milwaukee Ave Libertyville;4.5;69
Liccardi Ford Lincoln;Dealer;7069;NJ;1615 US-22 Watchung;4.1;578
Lifted Trucks - Paradise Valley;Dealer;85032;AZ;3110 E Bell Rd Phoenix;4;1
Lincoln of Bloomington;Dealer;55420;MN;1001 Clover Dr S Bloomington;4.5;538
Lincoln of Cutler Bay;Dealer;33157;FL;11020 SW 186th St Miami;3.4;18
Lindsay Acura;Dealer;43232;OH;5880 Scarborough Blvd Columbus;4.3;281
Lindsay Honda;Dealer;43232;OH;5959 Scarborough Blvd Columbus;4.2;802
Lindsay Volkswagen of Dulles;Dealer;20166;VA;22455 Lindsay Cars Ct Sterling;4.8;1782
Lindsay Volvo Cars;Dealer;22302;VA;1605 Fern St Alexandria;4.7;415
Link Ford and RV Minong;Dealer;54859;WI;660 Hokah St Minong;4.9;96
Lipton Toyota;Dealer;33311;FL;1700 W Oakland Park Blvd Ft. Lauderdale;4.4;753
Lithia Chrysler Dodge Jeep RAM Fiat of Spokane;Dealer;99218;WA;10701 N Newport Hwy Spokane;4.4;1549
Lithia Chrysler Jeep Dodge of Medford;Dealer;97504;OR;4540 Grumman Dr Medford;4.7;690
Lithia Chrysler Jeep Dodge Ram of Pocatello;Dealer;83202;ID;633 Bullock St Pocatello;4.8;156
Lithia Chrysler Jeep of Reno;Dealer;89509;NV;1050 East Plumb Ln Reno;4.8;1223
Lithia Hyundai Of Anchorage;Dealer;99518;AK;5400 Old Seward Hwy Anchorage;4.7;915
Lithia Hyundai of Reno;Dealer;89502;NV;2620 Kietzke Ln Reno;4.7;2571
Lithia Nissan of Bend;Dealer;97701;OR;1835 NE Hwy 20 Bend;3.9;4
Lithia Nissan Of Eugene;Dealer;97401;OR;2060 Martin Luther King Jr Blvd Eugene;4.7;467
Lithia Toyota of Redding;Dealer;96002;CA;250 E Cypress Ave Redding;4.8;1426
Livermore Ford Lincoln;Dealer;94551;CA;2266 Kitty Hawk Rd Livermore;4.5;1152
Livermore Toyota;Dealer;94551;CA;6200 Northfront Rd Livermore;4.3;422
Livonia Chrysler Jeep;Dealer;48150;MI;30777 Plymouth Rd Livonia;4.7;102
Lockhart Cadillac - South;Dealer;46143;IN;1287 US 31 South Greenwood;3.9;77
Lockhart Cadillac Inc. - North;Dealer;46038;IN;9265 E 126th St Fishers;4;124
Lockwood Motors;Dealer;56258;MN;1310 E College Dr Marshall;3.8;15
Loehmann-Blasius Chevrolet;Dealer;6705;CT;90 Scott Rd Waterbury;4.5;726
Lokey Kia;Dealer;33761;FL;27960 US-19 Clearwater;4.5;5197
Lokey Nissan;Dealer;33763;FL;27758 US Hwy 19 N Clearwater;4.6;4914
Lokey Volkswagen;Dealer;33761;FL;27850 US-19 Clearwater;4.5;2507
Lombard Toyota;Dealer;60148;IL;725 W Roosevelt Rd Lombard;4.7;1049
Lone Star Auto;Dealer;75057;TX;536 S Mill St Lewisville;4;31
Lone Star Cadillac;Dealer;75041;TX;11675 Lyndon B Johnson Freeway Garland;4.3;267
Lone Star Chevrolet;Dealer;77065;TX;18900 Northwest Fwy Houston;4.6;1057
Lone Star Toyota of Lewisville;Dealer;75067;TX;1547 S Stemmons Fwy Lewisville;4;744
Long Beach BMW;Dealer;90755;CA;1660 E. Spring Street Signal Hill;4.7;1557
Long Cadillac;Dealer;1772;MA;218 Turnpike Road Southborough;4.7;33
Long Island Motors;Dealer;11704;NY;720 Sunrise Hwy West Babylon;3.6;23
Long McArthur Ford Lincoln;Dealer;67401;KS;3450 S 9th St Salina;4.8;1788
Longo Toyota;Dealer;91731;CA;3534 Peck Rd El Monte;4.8;3528
Longo Toyota of Prosper;Dealer;75078;TX;2100 E University Dr Prosper;4.9;826
Lorenzo Buick GMC;Dealer;33126;FL;8447 NW 12th St Miami;4.6;2227
Lou Bachrodt of Coconut Creek;Dealer;33073;FL;5500 N State Rd 7 Coconut Creek;4.5;1155
Lou Bachrodt Pompano Chevrolet;Dealer;33069;FL;1801 W Atlantic Blvd Pompano Beach;3.9;306
Lou Fusz Buick GMC;Dealer;63132;MO;10950 Page Ave St. Louis;4.8;834
Lou Fusz Mazda;Dealer;63141;MO;925 N Lindbergh Blvd Creve Coeur;4.7;1514
Lou Sobh Honda;Dealer;30041;GA;1105 Buford Rd Cumming;4.9;4376
Louisville INFINITI;Dealer;40299;KY;8 Swope Autocenter Dr Louisville;4.7;445
Love Buick GMC;Dealer;29212;SC;736 Saturn Pkwy Columbia;4.3;21
Love Chevrolet;Dealer;29212;SC;100 Parkridge Drive Columbia;4.3;64
Loveland Ford Lincoln;Dealer;80537;CO;3905 Mountain Lion Drive Loveland;4.6;1340
Lovering Volvo Cars Nashua;Dealer;3060;NH;180 Daniel Webster Hwy Nashua;4.9;486
Loyalty Auto Used Car Super Center;Dealer;23805;VA;2833 S Crater Rd Petersburg;3.1;6
Lucchettis Auto Center;Dealer;2050;MA;658 Plain St Marshfield;5;5
Lugoff Chevrolet Buick GMC;Dealer;29078;SC;825 Highway 1 South Lugoff;4.6;667
Lunde's Peoria Volkswagen;Dealer;85382;AZ;8801 W Bell Rd Peoria;4.9;540
Lupient KIA Nissan;Dealer;55445;MN;7911 Lakeland Ave N Minneapolis;4.9;2715
Lute Riley Honda;Dealer;75080;TX;1331 N Central Expy Richardson;4.8;3038
Luther Bloomington Hyundai;Dealer;55437;MN;4801 American Blvd W Bloomington;4.7;5544
Luther Bloomington Subaru;Dealer;55420;MN;7801 Lyndale Ave S Bloomington;4.7;5128
Luther Brookdale Chevrolet;Dealer;55429;MN;6701 Brooklyn Blvd BROOKLYN CENTER;4.7;1277
Luther Brookdale Honda;Dealer;55429;MN;6800 Brooklyn Blvd Minneapolis;4.6;6124
Luther Brookdale Toyota;Dealer;55429;MN;6700 Brooklyn Blvd Brooklyn Center;4.8;2383
Luther Cadillac;Dealer;55113;MN;2325 Prior Ave N Roseville;4.7;1721
Luther Ford Ebensburg;Dealer;15931;PA;3941 Admiral Peary Hwy Ebensburg;4.4;93
Luther Hopkins Honda ;Dealer;55343;MN;250 5th Ave S Hopkins;4.8;2125
Luther Hudson Chevrolet GMC;Dealer;54016;WI;1220 Crest View Dr Hudson;4.8;3577
Luther Mankato Honda;Dealer;56001;MN;308 Raintree Rd Mankato;4.8;839
Luther North Country Ford Lincoln;Dealer;55433;MN;10401 Woodcrest Dr NW Minneapolis;4.8;3947
Luther Subaru of White Bear;Dealer;55110;MN;3505 Highway 61 Vadnais Heights;4.7;5740
Luther Westside VW;Dealer;55416;MN;2370 Highway 100 S Minneapolis;4.7;5146
LUXE Automotive;Dealer;68117;NE;6115 L Street Omaha;5;5
Luxury & Imports Leavenworth;Dealer;66048;KS;5239 S 4th St Leavenworth;4.8;1052
Luxury Auto Collection;Dealer;85258;AZ;9160 E Del Camino Dr Scottsdale;3.7;33
Luxury Auto Selection;Dealer;60630;IL;4580 N Elston Ave Chicago;4.1;34
Luxury Motor Cars;Dealer;7205;NJ;245 U.S. 22 Hillside;3.4;5
Luxury Motors Auto Sales;Dealer;48219;MI;24600 Grand River Ave Detroit;5;1
Luxury Motors Credit;Dealer;60455;IL;7158 Harlem Ave Bridgeview;3.6;43
Luxury Motors Florida;Dealer;33316;FL;2200 South Federal Highway Fort Lauderdale;2.9;65
LW Automotive;Dealer;15237;PA;9234 Perry Hwy Pittsburgh;4.6;160
Lynch Buick GMC of West Bend;Dealer;53095;WI;2275 S Main St West Bend;4.4;72
Lynn Layton Cadillac Nissan;Dealer;35601;AL;2402 US-31 Decatur;4.9;327
Lynnes Hyundai;Dealer;7003;NJ;401 Bloomfield Ave Bloomfield;4.5;659
M & I Motors;Dealer;60035;IL;2772 Skokie Valley Rd Highland Park;4.5;395
Mac Haik Chevrolet;Dealer;77079;TX;11711 Katy Fwy Houston;4.6;809
Mac Haik Ford Lincoln;Dealer;78626;TX;7201 S Interstate 35 Georgetown;4.7;3612
Mac Haik Hyundai;Dealer;77904;TX;4404 N Navarro St Victoria;4.8;121
Mac Haik Toyota;Dealer;77573;TX;2112 Gulf Fwy S League City;4.7;2898
Macomb Automotive;Dealer;48048;MI;58025 Gratiot Ave New Haven;4.5;110
Madison Honda;Dealer;7940;NJ;280 Main St Madison;4.7;1494
MAG Midwestern Auto Group;Dealer;43017;OH;6335 Perimeter Loop Rd Dublin;3.5;70
Magic City Ford;Dealer;24016;VA;809 Williamson Rd NE Roanoke;4.2;89
Magic City Ford Lexington;Dealer;24450;VA;51 Northridge Lane Lexington;3.8;7
Magnussen's Toyota Palo Alto;Dealer;94306;CA;690 San Antonio Rd Palo Alto;4.8;603
Maguire Chrysler Dodge Jeep RAM of Syracuse;Dealer;13204;NY;959 Hiawatha Blvd W Syracuse;4.6;1341
Maguire Nissan of Syracuse;Dealer;13204;NY;716 W Genesee St Syracuse;4.7;840
Main Motorcar Chrysler Dodge Jeep RAM;Dealer;12095;NY;224-228 W Main St Johnstown;4.1;22
MajorWorld Chevy;Dealer;11101;NY;43-40 Northern Blvd Long Island City;4.6;2135
Mall of Georgia Ford;Dealer;30518;GA;4525 Nelson Brogdon Blvd Buford;4.4;2308
Mall of Georgia Mazda;Dealer;30519;GA;3546 Highway 20 NE Buford;4.8;1776
Mall of Georgia MINI;Dealer;30519;GA;3751 Buford Dr NE Buford;4.9;1489
Malloy Chevrolet Cadillac;Dealer;22601;VA;2700 Valley Ave Winchester;1.3;8
Malloy Ford of Alexandria;Dealer;22312;VA;6510 Little River Tpke Alexandria;4.3;635
Malloy Toyota;Dealer;22601;VA;400 Weems Ln Winchester;3.2;41
Manahawkin Chrysler Jeep Dodge RAM;Dealer;8736;NJ;500 Route 72 Manahawkin;4.8;683
Manchester Mazda;Dealer;6042;CT;80 Oakland Street Manchester;4.9;638
Manhattan Motorcars Inc.;Dealer;10019;NY;711 11th Ave New York;4.8;320
Manly Honda;Dealer;95407;CA;2777 Corby Ave Santa Rosa;4.8;11758
Manly Hyundai;Dealer;95407;CA;2755 Corby Ave Santa Rosa;4.8;1367
Maplewood Toyota;Dealer;55109;MN;2873 Maplewood Dr Maplewood;4.9;3955
Marhofer Hyundai of Green;Dealer;44312;OH;3360 S Arlington Rd Akron;4.8;716
Marietta Auto Sales;Dealer;30062;GA;1666 Roswell Rd Marietta;4.3;1245
Marietta Toyota;Dealer;30060;GA;750 Cobb Pkwy SE Marietta;4.5;894
Marin Acura;Dealer;94925;CA;5860 Paradise Dr Corte Madera;4.9;1121
Marin Imports;Dealer;94901;CA;911 Francisco Blvd E San Rafael;3.6;9
Marin Luxury Cars - Jaguar Land Rover;Dealer;94925;CA;195 Casa Buena Dr Corte Madera;4.3;34
Marin Mazda;Dealer;94901;CA;807 Francisco Blvd E San Rafael;3.4;25
Marina Chrysler Dodge Jeep Mitsubishi RAM;Dealer;14580;NY;943 Ridge Rd. Webster;4.1;59
Marino Performance Motors;Dealer;33409;FL;4190 Okeechobee Blvd West Palm Beach;4.5;14
Marion Chrysler Dodge Jeep Ram;Dealer;28752;NC;44 Worley Rd. Marion;4.7;138
Mark Allen Chevrolet;Dealer;74033;OK;16837 S Hwy 75 Glenpool;4.9;873
Mark Chevrolet;Dealer;48184;MI;33200 Michigan Ave Wayne;4.9;1571
Mark Ficken Ford Lincoln;Dealer;28273;NC;7601 South Blvd Charlotte;4.8;1979
Mark Kia ;Dealer;85251;AZ;3333 N 89th St Scottsdale;4.4;1759
Mark Mazda;Dealer;85251;AZ;3875 N 89th St Scottsdale;4.5;588
Mark Motors;Dealer;78006;TX;140 Enterprise Pkwy Boerne;5;3
Mark Wahlberg Chevrolet;Dealer;43228;OH;3900 W Broad St Columbus;3.4;67
Mark's Discount Truck & Auto Sales;Dealer;3053;NH;214 Rockingham Rd Londonderry;3.4;84
Marlow Motor Company;Dealer;22630;VA;707 N. Commerce Ave Front Royal;4.5;163
Marquardt of Barrington Buick-GMC;Dealer;60010;IL;1421 S Barrington Rd Barrington;4.9;628
Martin Main Line Honda;Dealer;19003;PA;123 E Lancaster Ave Ardmore;4.8;2747
Martin Nissan;Dealer;60077;IL;5240 Golf Rd Skokie;4.8;2762
Martin Swanty Chrysler Dodge Jeep RAM;Dealer;86401;AZ;2640 E Andy Devine Ave Kingman;4.7;118
Marty Cancila Dodge Chrysler Jeep Ram of Florissant;Dealer;63033;MO;2175 N. Hwy 67 Florissant;4.7;558
Maserati and Alfa Romeo of Englewood Cliffs;Dealer;7632;NJ;340 Sylvan Ave. Englewood Cliff;5;2
Maserati and Alfa Romeo of Monmouth;Dealer;7712;NJ;807 NJ-35 Ocean Township;3.2;83
Maserati of Bergen County;Dealer;7458;NJ;145 NJ-17 Upper Saddle River;4.8;450
Maserati of Tampa;Dealer;33612;FL;11333 N. Florida Ave Tampa;4.5;99
Mastria Nissan;Dealer;2767;MA;1305 New State Hwy Raynham;4.6;304
Matt;Private;94530;CA;El Cerrito;3.5;141
Matt Blatt Mitsubishi;Dealer;8028;NJ;501 Delsea Dr Glassboro;4.5;85
Matt Bowers Nissan Eastern Shore;Dealer;36526;AL;29788 Frederick Blvd Daphne;2.6;19
Matt Burne Honda;Dealer;18509;PA;1110 Wyoming Ave Scranton;4.8;3225
Matt Mazzei Chevrolet;Dealer;95453;CA;1175 PARALLEL DRIVE SUITE 100 LAKEPORT;4.3;6
Matthews GM Center;Dealer;13850;NY;3721 Old Vestal Rd Vestal;5;2
Matthews Hyundai of Syracuse;Dealer;13224;NY;2601 Erie Blvd E Syracuse;4.9;998
