vin;estado;numero_millas;color_interior;color_exterior;precio_rel;value_for_money_rating_rel;consumer_rating;consumer_reviews;comfort_rating;reliability_rating;exterior_styling_rating;performance_rating;interior_design_rating;marca;modelo;year;nombre_vendedor
5UXTY5C03L9B18284;Used;31113;Black;Dark Graphite Metallic;43.961;4.7;4.9;51;5;4.9;4.9;4.9;4.9;BMW;X3 xDrive30i;2020;Schomp BMW
4S4WMARD4L3408106;Used;25580;Java Brown;White;46.588;4.7;4.8;83;4.8;4.8;4.9;4.8;4.8;Subaru;Ascent Touring 7-Passenger;2020;Subaru of Midland Odessa
ZASPAKBN8K7C29902;New;37081;Crema;Silverstone Gray Metallic;39.995;4.6;4.6;25;4.6;4.5;4.8;4.7;4.4;Alfa;Romeo Stelvio Ti;2019;Alfa Romeo of Fort Worth
WA1LAAF70HD029534;Used;67203;Nougat Brown;Ink Blue Metallic;33.398;4.4;4.7;72;4.9;4.6;4.7;4.7;4.8;Audi;Q7 3.0T Premium Plus;2017;Sewell INFINITI of Fort Worth
JM3KFADL6H0186017;Used;108339;Black;Snowflake White Pearl Metallic;21.988;4.8;4.8;261;4.8;4.8;4.8;4.7;4.8;Mazda;CX-5 Grand Touring;2017;Hiley Mazda of Hurst
WA1C4AFY6K2083939;Used;31937;Black;Daytona Gray Pearl Effect;54;4.9;4.8;7;4.6;4.9;4.6;4.9;4.9;Audi;SQ5 3.0T Premium;2019;Audi Grapevine
1G6AR5SS7K0126951;Used;37015;Very Light Cashmere;Crystal White Tri-Coat;34;4.7;4.9;16;4.9;4.9;4.9;5;4.9;Cadillac;CTS 3.6L Luxury;2019;Grubbs Acura
WDDWF8DB7KR464538;Used;19216;Black;Gray;35.509;4.5;4.8;40;4.8;4.7;4.8;4.8;4.8;Mercedes-Benz;C-Class C 300;2019;EchoPark Automotive Dallas
5FNYF5H22MB010170;Used;25594;Black;Modern Steel Metallic;40.98;4.7;4.8;63;4.9;4.8;4.7;4.8;4.7;Honda;Pilot Special Edition;2021;Crest Auto Group
WBA5R1C55KAK06384;Used;35027;Black;Jet Black;35.985;4.6;4.9;30;4.9;4.9;4.9;5;4.9;BMW;330 i;2019;Audi Plano
JTHBA1D28K5097573;Used;17150;Red;Obsidian Black;39.996;4.9;4.9;11;5;5;5;4.8;4.8;Lexus;IS 300 IS 300 F SPORT;2019;Go Luxury Auto Group
WDC0G8DB0LF672397;New;21675;Gray;Iridium Silver Metallic;45.698;4.7;4.8;35;4.9;4.7;4.9;4.7;4.9;Mercedes-Benz;GLC 300 Base;2020;Mercedes-Benz of McKinney
5UXCR6C53KLL05179;Used;36515;Black;Arctic Gray Metallic;49.933;4.4;4.7;55;5;4.6;4.7;4.9;4.9;BMW;X5 xDrive40i;2019;BMW of Kansas City South
2GNALCEK8H6126477;Used;90145;Jet Black;Nightfall Gray Metallic;17.992;4.7;4.7;280;4.8;4.8;4.8;4.6;4.7;Chevrolet;Equinox LT;2017;Classic Chevrolet Sugar Land
1C3CCCAB0FN698261;Used;119417;Black;Maroon;4.25;4.2;4.4;361;4.5;4.2;4.6;4.2;4.5;Chrysler;200 Limited;2015;Texas Best Deal Autos
5N1DL0MN8KC503884;Used;37882;Stone;Majestic White;36.798;4.5;4.6;56;4.8;4.6;4.7;4.5;4.6;INFINITI;QX60 Luxe;2019;Mercedes-Benz of Houston North
1FM5K7DH6JGB64348;Used;33583;Ebony Black;Magnetic Metallic;32.491;4.7;4.8;265;4.9;4.8;4.9;4.8;4.8;Ford;Explorer XLT;2018;Joe Machens Capital City Ford
1FMSK8FH3LGB71721;Used;52034;Sandstone;Magnetic;42.598;4.3;4.5;248;4.7;4.3;4.7;4.5;4.6;Ford;Explorer Limited;2020;Heartland Ford
5YJ3E1EC6MF850083;Used;12500;Black;Gray;68;2;3;1;3;1;4;5;4;Tesla;Model 3 Performance;2021;John
JM3TCBCY2K0303373;Used;24701;Black;Machine Gray Metallic;33.785;5;5;52;5;4.9;5;4.9;4.9;Mazda;CX-9 Touring;2019;Carlson Toyota
1C4RJFJG2LC277822;Used;30519;Light Frost;Diamond Black;46.888;4.7;4.8;150;4.9;4.8;4.9;4.8;4.8;Jeep;Grand Cherokee Summit;2020;Crystal Lake Chrysler Dodge Jeep Ram
5J8TC2H58ML004948;Used;10769;Ebony;Apex Blue Pearl;44.872;4.6;4.8;42;4.9;4.8;4.9;4.7;4.9;Acura;RDX Technology Package;2021;Napleton's Schaumburg Subaru
WDD3G4FB5KW028004;Used;47796;Black;Midnight Black;31;4.3;4.5;36;4.6;4.3;4.7;4.4;4.7;Mercedes-Benz;A-Class A 220 4MATIC;2019;Mercedes-Benz of Westmont
JM3KFBDM3K1696292;Used;12036;Parchment;Machine Gray Metallic;31.823;4.8;4.8;230;4.8;4.8;4.9;4.8;4.8;Mazda;CX-5 Grand Touring;2019;Napleton's Countryside Mazda
5J6RW2H83KL034229;New;35119;Gray;Lunar Silver Metallic;30.793;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Morrie's West Bend Honda
1G6KE5R65GU136290;Used;72323;Light Platinum / Jet Black;Dark Emerald Metallic;33.829;4.4;4.8;25;4.9;4.6;5;4.8;4.9;Cadillac;CT6 3.0L Twin Turbo Luxury;2016;Ettleson Cadillac
JHLRW2H87KX005608;New;38535;Black;Crystal Black Pearl;28.998;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;AutoNation Honda O'Hare
5UXWX9C34H0T21078;Used;50296;Sand Beige;Black Sapphire Metallic;29.988;4.5;4.8;89;4.8;4.9;4.8;4.9;4.8;BMW;X3 xDrive28i;2017;Galleria BMW 
2HGFC4B81KH306653;Used;12589;Black;Lunar Silver Metallic;26.525;4.8;4.9;275;4.8;4.9;4.9;4.9;4.8;Honda;Civic Sport;2019;Hare Honda
ZASPAKBN1K7C68492;Used;19246;Black;Vulcano Black Metallic;38;4.6;4.6;25;4.6;4.5;4.8;4.7;4.4;Alfa;Romeo Stelvio Ti;2019;Napleton Italian Imports
2HKRW2H83KH661801;New;18835;Gray;Gunmetal Metallic;33.42;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Crown Cadillac Buick Honda
W1KZF8EB6MB004214;Used;11545;Black;Selenite Gray Metallic;66.161;4.6;4.7;7;5;4.3;4.6;5;5;Mercedes-Benz;E-Class E 350 4MATIC;2021;Mercedes-Benz of Louisville
WDC0G4KB7KV179770;Used;36850;Black;Black;36.995;4.5;4.6;72;4.8;4.6;4.7;4.6;4.8;Mercedes-Benz;GLC 300 Base 4MATIC;2019;Glenn Chrysler Dodge Jeep Ram
4JGFB4KBXLA041658;Used;17737;Brown;Silver;51.466;3.9;4.3;75;4.6;4.1;4.6;4;4.6;Mercedes-Benz;GLE 350 Base 4MATIC;2020;ALM Gwinnett
WBAJE7C54KWW12219;Used;33943;Black;Dark Graphite Metallic;49.788;4.6;4.9;17;4.9;4.8;5;5;4.9;BMW;540 i xDrive;2019;BMW of Gwinnett Place
1C4RJFBG2KC809602;Used;34824;Black;Diamond Black;34.449;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Suburban Honda
1C4RJFBG5KC828855;Used;37402;Black;Diamond Black;34.45;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Feldman Chrysler Dodge Jeep Ram Woodhaven
2T2BZMCA3KC210364;Used;27986;Brown;Caviar;44.5;4.6;4.8;102;4.8;4.8;4.9;4.8;4.8;Lexus;RX 350 350;2019;Performance Chrysler Jeep Dodge RAM
JTDKARFU6L3109473;Used;45031;Black;Magnetic Gray Metallic;29.719;4.6;4.7;18;4.8;4.6;4.8;4.7;4.7;Toyota;Prius LE;2020;EchoPark Automotive Greenville
1GYKPERS2MZ230298;Used;14164;Maple Sugar;Satin Steel Metallic;59.441;4.8;4.9;9;4.8;5;5;4.8;4.9;Cadillac;XT6 Premium Luxury FWD;2021;Kia Of Greer
JM3KFBDM2K0623890;Used;38609;Black;Jet Black Mica;30.897;4.8;4.8;230;4.8;4.8;4.9;4.8;4.8;Mazda;CX-5 Grand Touring;2019;Progressive Chrysler Jeep Dodge RAM
4JGFB4KE3LA079517;New;35836;Macchiato Beige;Iridium Silver Metallic;62.714;3.9;4.3;75;4.6;4.1;4.6;4;4.6;Mercedes-Benz;GLE 350 Base 4MATIC;2020;Mercedes-Benz of South Charlotte
1GYKNGRS8LZ106133;New;16975;Black;Radiant Silver Metallic;49.999;4.7;4.8;23;4.9;4.8;4.8;4.7;4.7;Cadillac;XT5 Sport;2020;Ed Morse Cadillac of Tampa
5UXCW2C05M9E18902;Used;11422;Black;Black Sapphire Metallic;83.5;4.9;5;10;5;5;5;4.9;5;BMW;X7 xDrive40i;2021;Bentley Jacksonville
3VWC57BU6KM062944;Used;21699;Titan Black;Platinum Gray Metallic;20;4.5;4.5;258;4.5;4.4;4.6;4.4;4.5;Volkswagen;Jetta 1.4T S;2019;Auto Boutique
5FNYF6H58KB082794;Used;39312;Beige;White Diamond Pearl;36.539;4.7;4.8;223;4.9;4.8;4.7;4.7;4.8;Honda;Pilot EX-L;2019;EchoPark Automotive Charleston Delivery Center
JTEZU5JR8L5221239;Used;40504;Black;Midnight Black;45.991;4.6;4.8;84;4.8;4.9;4.8;4.7;4.7;Toyota;4Runner Limited;2020;Fred Anderson Toyota of Charleston
1GYKNCRS2KZ290170;Used;50411;Black;Stellar Black Metallic;33.99;4.4;4.6;94;4.8;4.5;4.7;4.6;4.7;Cadillac;XT5 Luxury;2019;AutoNation Chevrolet West Colonial
1GKKNUL42LZ200642;Used;55633;Black;Ebony;32.002;4.6;4.8;70;4.8;4.6;4.9;4.9;4.8;GMC;Acadia SLT;2020;Hertz Car Sales Orlando
WA1BNAFY6J2239856;Used;14130;Nougat Brown / Black;Mythos Black Metallic;42.998;4.4;4.7;181;4.7;4.6;4.7;4.7;4.7;Audi;Q5 2.0T Tech Premium;2018;CarMax Orlando - Now offering Curbside Pickup and Home Delivery
JM3KFBDM8J0441058;Used;30205;Black;Machine Gray Metallic;29.998;4.8;4.8;270;4.8;4.8;4.8;4.7;4.8;Mazda;CX-5 Grand Touring;2018;CarMax Potomac Mills - Now offering Curbside Pickup and Home Delivery
1GNSKBKC6KR292412;Used;71091;Jet Black/Dark Ash;Silver Ice Metallic;43.981;4.3;4.6;70;4.7;4.7;4.7;4.6;4.6;Chevrolet;Tahoe LT;2019;Jaguar Land Rover Tysons Corner
5TDBZRFH3KS974846;Used;18147;Ash;Blizzard Pearl;34.995;4.5;4.6;363;4.8;4.6;4.7;4.6;4.7;Toyota;Highlander LE Plus;2019;Imperial Highline
WBAJB9C55JB036263;Used;42989;Mocha;Bluestone Metallic;47.994;4.3;4.6;13;4.8;4.2;4.5;4.9;4.8;BMW;M550 i xDrive;2018;Ourisman Super Center
1C6SRFHT3LN298588;Used;17076;Black;Billet Silver Metallic Clearcoat;56.552;4.6;4.8;201;4.9;4.7;4.8;4.8;4.9;RAM;1500 Limited;2020;Sheehy Subaru Springfield
WDDHF8JBXGB228415;Used;39000;Black;Lunar Blue Metallic;24.952;4.6;4.7;80;4.8;4.7;4.8;4.7;4.8;Mercedes-Benz;E-Class E 350 4MATIC;2016;Mercedes-Benz of Pembroke Pines
1GYKNCRS5JZ193186;New;13655;Black;Crystal White Tri-Coat;36.543;4.6;4.8;131;4.8;4.8;4.9;4.7;4.8;Cadillac;XT5 Luxury;2018;Vera Cadillac
WDCYC3HF1EX216310;Used;65753;Black;Black;77.992;4.5;4.9;4;5;5;5;5;5;Mercedes-Benz;G-Class G 550;2014;AutoNation Chevrolet Doral
4JGDF6EE6KB213450;Used;54863;Black;Polar White;51.995;4.7;5;10;5;4.9;5;5;5;Mercedes-Benz;GLS 450 Base 4MATIC;2019;Mercedes-Benz of Fort Lauderdale
JTEBU5JRXJ5511934;Used;31609;Black Graphite;Midnight Black Metallic;41.246;4.7;4.8;253;4.8;4.9;4.9;4.7;4.7;Toyota;4Runner Limited;2018;Jaguar Land Rover Allentown
JTEBU5JR4J5540443;New;36934;Sand Beige;Blizzard Pearl;40.773;4.7;4.8;253;4.8;4.9;4.9;4.7;4.7;Toyota;4Runner Limited;2018;Sloane Toyota of Malvern
JTEBU5JR2J5601420;Used;27082;Redwood;Midnight Black Metallic;43.555;4.7;4.8;253;4.8;4.9;4.9;4.7;4.7;Toyota;4Runner Limited;2018;Conicelli Autoplex
2G61M5S31J9143062;Used;35592;Black;Stone Gray Metallic;29.895;4.7;4.8;27;4.8;4.9;4.9;4.8;4.9;Cadillac;XTS Luxury;2018;Philly Auto
4JGDF6EE3KB222090;Used;38525;Black;Gray;51.995;4.7;5;10;5;4.9;5;5;5;Mercedes-Benz;GLS 450 Base 4MATIC;2019;J & S Autohaus
WAUDNAF4XKA060977;Used;27873;Black;Florett Silver Metallic;33.994;4.5;4.8;21;5;4.8;4.7;4.7;4.9;Audi;A4 2.0T Premium;2019;DCH Millburn Audi
1C4RJFBG5KC590537;Used;17227;Black;Diamond Black;38.9;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Decozen Chrysler Jeep Dodge Ram
KNDPMCAC4L7632976;Used;17449;Black;Burnished Copper;26.5;4.8;4.8;174;4.8;4.9;4.8;4.8;4.8;Kia;Sportage LX;2020;Matthews Kia of Schenectady
1N4BL4EW3KC137011;Used;14090;Charcoal;Pearl White Tricoat;24.89;4.6;4.7;153;4.7;4.7;4.8;4.6;4.7;Nissan;Altima 2.5 SL;2019;CARSIRI QUEENS
WBA3R5C50EK186381;Used;59517;Coral Red / Black;Alpine White;22.995;4.5;4.8;28;4.8;4.8;5;4.9;4.7;BMW;435 i xDrive;2014;Victory Mitsubishi
4S4BSANCXK3327997;Used;46664;Ivory;Crystal Black Silica;29.197;4.7;4.7;262;4.8;4.7;4.7;4.7;4.7;Subaru;Outback 2.5i Limited;2019;Weeks Pre-Owned Center
WP1AD2A25GLA79628;Used;47122;Garnet Red;White;56.998;4.5;4.8;39;4.9;4.9;4.9;4.9;4.8;Porsche;Cayenne GTS;2016;Autobahn USA Westborough
WBXHT3C3XGP883823;Used;48743;Black;Jet Black;25.5;4.5;4.6;40;4.5;4.7;4.8;4.8;4.5;BMW;X1 xDrive 28i;2016;Balise Volkswagen
WA1BNAFY8J2223707;Used;45350;Nougat Brown / Black;Mythos Black Metallic;32.995;4.4;4.7;181;4.7;4.6;4.7;4.7;4.7;Audi;Q5 2.0T Tech Premium;2018;McGovern Subaru of Acton
JF2SKACC2KH465268;Used;28831;Black;Dark Gray Metallic;27.991;4.7;4.7;279;4.8;4.8;4.7;4.6;4.7;Subaru;Forester;2019;MetroWest Subaru
SALVP2RX5KH328203;Used;24132;Ebony;Narvik Black;37.99;3.6;3.9;16;4.2;3.5;4.6;3.7;4.3;Land;Rover Range Rover Evoque SE Premium;2019;Jaguar Land Rover Woodland Hills
2T2ZZMCA5KC137285;Used;36743;Black;Gray;37.998;4.6;4.8;102;4.8;4.8;4.9;4.8;4.8;Lexus;RX 350;2019;CarMax Oxnard - Now offering Curbside Pickup and Home Delivery
SALGS2RUXLA578981;Used;18394;Ebony;SVO Green;96.481;4.4;4.7;5;4.8;4.8;5;4.4;4.6;Land;Rover Range Rover HSE;2020;Jaguar Land Rover Newport Beach
1GKS2BKC1LR285074;Used;61075;Black;Black Onyx;41.15;4.7;4.9;16;5;4.9;4.9;5;4.9;GMC;Yukon SLT;2020;Hertz Car Sales Riverside
5UXTR7C53KLR49139;New;14653;Canberra Beige;Dark Graphite Metallic;37.998;4.3;4.7;99;4.7;4.6;4.8;4.8;4.7;BMW;X3 sDrive30i;2019;Stevens Creek BMW
WDD5J4GB1LN039260;New;27590;Black;Cosmos Black Metallic;38.927;4.9;5;9;5;5;5;5;5;Mercedes-Benz;CLA 250 Base;2020;Mercedes-Benz of Pleasanton
WDD5J4GB7LN062526;Used;29364;Black;Midnight Black;37.701;4.9;5;9;5;5;5;5;5;Mercedes-Benz;CLA 250 Base;2020;Mercedes-Benz of Pleasanton
5UXCW2C59KL083796;Used;12384;Beige;Alpine White;73.988;3.4;4.1;22;4.5;3.5;4.5;4;4.6;BMW;X7 xDrive40i;2019;Marin Mazda
1FMJU2AT1LEA10312;Used;36135;Ebony;Magnetic;59.965;4.6;4.9;27;5;4.8;4.9;4.9;4.9;Ford;Expedition Limited;2020;Chapman BMW on Camelback
5J8TC1H59KL022477;Used;38517;Black;White Diamond Pearl;35.863;4.1;4.3;217;4.6;4.2;4.6;4.2;4.5;Acura;RDX Technology Package;2019;Camelback Subaru
1C6RREHT3KN509215;Used;54769;Indigo;Diamond Black;45.574;4.5;4.7;474;4.8;4.5;4.8;4.7;4.9;RAM;1500 Limited;2019;Van Chevrolet
JN8AY2NC5H9512733;Used;84023;Black;Pearl White;33.995;4.5;4.7;78;4.8;4.6;4.7;4.8;4.7;Nissan;Armada Platinum;2017;AutoNation Ford Scottsdale
5YJXCBE2XGF007979;Used;49602;Black;Black;71.992;4.4;4.7;21;4.8;4.6;4.7;4.8;4.7;Tesla;Model X 70D;2016;AutoNation Honda Chandler
WDD1J6BB5KF094675;Used;18142;Black;Black;67.97;4.5;4.8;6;4.7;4.5;5;4.8;5;Mercedes-Benz;AMG E 53 Base 4MATIC;2019;Superstition Springs Lexus
WUABWCF55KA901571;Used;29605;Black / Crescendo Red;Mythos Black Metallic;80.998;4.5;4.8;11;4.6;4.9;5;4.8;4.7;Audi;RS 5 2.9T;2019;CarMax Renton - Now offering Curbside Pickup
4JGDA5HB0JB182575;Used;38981;Tan;Gray;42.998;4.4;4.7;51;4.9;4.8;4.8;4.8;4.7;Mercedes-Benz;GLE 350 Base 4MATIC;2018;CarMax Lynnwood - Now offering Curbside Pickup
5XYPGDA55LG690886;Used;47159;Black;Gray;29.991;4.6;4.7;76;4.8;4.7;4.8;4.7;4.7;Kia;Sorento LX V6;2020;Allen Samuels Chrysler Dodge Jeep Ram
3LN6L5E94LR609419;Used;43141;Cappuccino;Ceramic Pearl Metallic;41.782;4.8;4.8;12;4.8;4.8;4.9;4.8;4.8;Lincoln;MKZ Reserve;2020;Heather Cannon Honda
5N1DL0MN7LC511511;Used;46402;Wheat;Majestic White;38.995;4.6;4.8;39;4.9;4.9;4.8;4.7;4.7;INFINITI;QX60 Luxe;2020;Sewell Lexus of Fort Worth
1FTFW1E52MFB10831;Used;19599;Black;Agate Black Metallic;127.991;4.6;4.8;79;4.8;4.7;4.9;4.8;4.9;Ford;F-150 Lariat;2021;Hurst Autoplex Mitsubishi
1HGCV1F54JA072372;Used;36466;Black;Crystal Black Pearl;27.999;4.7;4.8;652;4.8;4.8;4.8;4.7;4.8;Honda;Accord EX-L;2018;Texas Nissan of Grapevine
5J8TC1H67LL016896;Used;34863;Red;Gunmetal Metallic;41.998;4.4;4.6;96;4.8;4.6;4.8;4.7;4.7;Acura;RDX A-Spec;2020;Vandergriff Acura
5FNYF5H21MB000049;Used;14974;Black;Black;40;4.7;4.8;63;4.9;4.8;4.7;4.8;4.7;Honda;Pilot Special Edition;2021;Grapevine Ford Lincoln
WBAJE5C5XKBM76741;Used;30161;Black;Jet Black;47.995;4.6;4.9;17;4.9;4.8;5;5;4.9;BMW;540 i;2019;Corvette Warehouse
55SWF8EB4KU321611;Used;15082;Black;Brilliant Blue;39.99;4.5;4.8;40;4.8;4.7;4.8;4.8;4.8;Mercedes-Benz;C-Class C 300 4MATIC;2019;Earth Motorcars
JTJBM7FX3F5117980;Used;56076;Black;Black Onyx;37.694;4.6;4.8;28;4.9;5;4.8;4.5;4.8;Lexus;GX 460 Base;2015;Sewell Cadillac of Dallas
JTJAM7BXXL5251687;Used;23211;Black;Starfire Pearl;58.998;4.8;4.9;22;5;5;5;4.9;4.9;Lexus;GX 460 Base;2020;Sewell Lexus of Dallas
WBABC4C51KBJ35720;Used;19163;Black;Black Sapphire Metallic;81.88;4.8;5;5;5;5;5;5;5;BMW;M850 i xDrive;2019;Autos of Dallas
YV4102RK4L1582930;Used;46462;Black;White;38.299;4.9;4.9;39;4.9;4.9;4.9;4.9;4.9;Volvo;XC60 T5 Momentum;2020;Victory Chrysler Dodge Jeep Ram
5FNYF6H58LB024329;Used;17451;Black;Modern Steel Metallic;43;4.1;4.3;151;4.6;4.1;4.5;4.3;4.6;Honda;Pilot EX-L;2020;Jay Wolfe Honda
SALZJ2FX8LH040720;Used;19590;Ebony / Ebony;Narvik Black;44.995;3.7;4.1;16;4.6;3.5;4.7;3.7;4.5;Land;Rover Range Rover Evoque S;2020;Land Rover West Houston
1N6AA1ED4LN502226;Used;36242;Black;Black;50.698;4.7;4.9;12;4.9;4.8;4.9;4.8;4.8;Nissan;Titan PRO-4X;2020;Wood Nissan of Kansas City
1FMSK7DH9LGB63331;Used;30843;Ebony;Black;35.752;4.3;4.5;248;4.7;4.3;4.7;4.5;4.6;Ford;Explorer XLT;2020;Central Houston Nissan
1GYKNCRS0JZ123451;Used;36149;Jet Black;Dark Granite Metallic;30.788;4.6;4.8;131;4.8;4.8;4.9;4.7;4.8;Cadillac;XT5 Luxury;2018;Big Star Hyundai
2GNALCEK5H6178018;Used;32223;Jet Black;Summit White;23.963;4.7;4.7;280;4.8;4.8;4.8;4.6;4.7;Chevrolet;Equinox LT;2017;Shottenkirk Chevrolet
1FTEX1CF0HKD93571;Used;35876;Medium Light Camel;Ruby Red Metallic Tinted Clearcoat;22.995;4.6;4.8;568;4.9;4.8;4.8;4.8;4.8;Ford;F-150 Lariat;2017;Tom's Trucks
JTJAM7BX5L5242458;Used;31386;Black;Nightfall Mica;56.999;4.8;4.9;22;5;5;5;4.9;4.9;Lexus;GX 460 Base;2020;Lexus of Wayzata
4S4BSACC5H3219637;Used;33592;Slate Black;Ice Silver Metallic;18.374;4.7;4.8;367;4.8;4.8;4.7;4.7;4.7;Subaru;Outback 2.5i Premium;2017;North Imports
WAUL2AF20KN059641;Used;36965;Pearl Beige;Vesuvius Gray Metallic;43.299;4.3;4.6;23;4.7;4.5;5;4.6;4.8;Audi;A6 55 Premium Plus;2019;EchoPark Automotive New Orleans Delivery Center
2FMHK6DC2CBD06782;Used;115250;Tan;Silver;14.998;4.6;4.7;34;4.9;4.6;4.7;4.6;4.7;Ford;Flex Limited;2012;BG Motorcars
WDDWK6EB7LF945746;New;23260;AMG Cranberry Red;Obsidian Black Metallic;64.999;5;5;3;5;5;5;5;4.7;Mercedes-Benz;AMG C 43 Base 4MATIC;2020;Mercedes Benz of Hoffman Estates
JN8AZ2NE3H9156314;Used;61528;Graphite;Black;41.578;4.7;4.8;50;5;4.8;4.9;4.8;4.8;INFINITI;QX80;2017;INFINITI of Clarendon Hills
3N1AB7AP6KY330501;Used;30762;Charcoal;Brilliant Silver Metallic;18.99;4.7;4.7;142;4.7;4.7;4.7;4.6;4.7;Nissan;Sentra S;2019;Zeigler Hyundai of Racine
4JGDF6EE7HA994803;Used;49001;Black;Iridium Silver Metallic;44.762;4.7;4.9;37;5;4.8;5;4.9;4.9;Mercedes-Benz;GLS 450 Base 4MATIC;2017;Autohaus on Edens
JM3KFBDM0M0361726;Used;45935;Black;Jet Black Mica;29.034;4.7;4.8;84;4.8;4.8;4.8;4.8;4.8;Mazda;CX-5 Grand Touring;2021;Toyota of Lincoln Park
7FARW2H83ME001487;Used;13501;Ivory;Platinum White Pearl;35.933;4.8;4.9;109;5;4.9;4.9;4.8;4.9;Honda;CR-V EX-L;2021;Hare Honda
5FNYF6H23MB093677;Used;6843;Black;Crystal Black Pearl;43.642;4.7;4.8;63;4.9;4.8;4.7;4.8;4.7;Honda;Pilot Special Edition;2021;Kokomo Auto World
2T3ZFREV0JW432910;Used;47684;Black;Silver Sky Metallic;25.998;4.7;4.8;770;4.8;4.9;4.8;4.8;4.7;Toyota;RAV4 LE;2018;Lexus of Birmingham
JTJBARBZ2G2055132;Used;83378;Black;Nebula Gray Pearl;29;4.7;4.9;66;4.9;5;4.9;4.9;4.8;Lexus;NX 200t F Sport;2016;Lexus of Louisville
1C4RJFBG4KC667477;Used;38511;Black;Diamond Black;39.987;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Dan Cummins of Georgetown
JN8AY2NC7H9501989;Used;79403;Black;Black;32.994;4.5;4.7;78;4.8;4.6;4.7;4.8;4.7;Nissan;Armada Platinum;2017;Don Franklin Somerset Kia
SAJDA44BX75B02571;Used;87162;Black;Silver;18.9;4.6;4.8;27;4.7;4.5;4.9;4.9;4.8;Jaguar;XK;2007;McKenzie Motor Cars
JTDEPRAE9LJ053228;Used;80427;Light Gray;Classic Silver Metallic;18.496;4.7;4.7;233;4.7;4.8;4.8;4.7;4.7;Toyota;Corolla LE;2020;Grand Motorcars Kennesaw
2T2ZZMCA3JC107068;Used;29630;Black;Obsidian Black;43.982;4.6;4.8;90;4.8;4.8;4.8;4.8;4.9;Lexus;RX 350;2018;Nalley Lexus Galleria
5FNYF8H51KB024537;New;41672;Black;White Diamond Pearl;33.425;4.6;4.7;102;4.8;4.8;4.7;4.7;4.7;Honda;Passport EX-L;2019;Serra Mazda Brighton
WA1FVAF16KD006361;Used;38697;Black;Orca Black Metallic;70.96;4.6;4.8;27;4.9;4.9;5;4.8;4.8;Audi;Q8 3.0T Premium;2019;Jim Ellis Chevrolet of Atlanta
4JGDF6EE8JB096212;Used;39525;Black;Gray;50.944;4.6;4.8;13;4.8;4.8;4.6;4.8;4.8;Mercedes-Benz;GLS 450 GLS 450;2018;BMW of Gwinnett Place
4JGFB4KB2LA034459;New;16497;Macchiato;Black;62.283;3.9;4.3;75;4.6;4.1;4.6;4;4.6;Mercedes-Benz;GLE 350 Base 4MATIC;2020;Mercedes-Benz of Atlanta Northeast
WA1AVAF15KD018463;Used;31019;Black;Carrara White;65.53;4.6;4.8;27;4.9;4.9;5;4.8;4.8;Audi;Q8 3.0T Premium;2019;Jim Ellis Buick GMC Mall of GA
1C4RJFBGXKC805250;Used;32743;Black;Granite Crystal Clearcoat Metallic;33.995;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Sterling Heights Chrysler Dodge Jeep RAM
1GNERGKWXLJ264628;Used;33193;Jet Black;Mosaic Black Metallic;35.056;4.7;4.9;112;4.8;4.8;4.9;4.9;4.9;Chevrolet;Traverse LT Cloth;2020;Ricart Used Car Factory
1C6SRFLT9MN757373;Used;17254;Black;Granite Crystal Clearcoat Metallic;59.995;4.6;4.8;92;4.9;4.8;4.9;4.8;4.9;RAM;1500 Rebel;2021;AutoNation CDJR FIAT Johnson City
WDDNG9EB6CA454581;Used;83905;Black;Black;23.495;4.6;4.8;36;4.9;4.8;4.8;4.8;4.8;Mercedes-Benz;S-Class S 550 4MATIC;2012;Northeast Auto Gallery
4T1G11AK8LU917150;Used;50962;Ash;Midnight Black Metallic;26.123;4.7;4.8;142;4.7;4.8;4.8;4.7;4.7;Toyota;Camry SE;2020;North Coast Auto Mall of Akron
4JGFB4KB1LA148646;New;52283;Black;Black;55.814;3.9;4.3;75;4.6;4.1;4.6;4;4.6;Mercedes-Benz;GLE 350 Base 4MATIC;2020;Mercedes-Benz of South Charlotte
WA1BNAFY0J2187740;Used;53776;Atlas Beige / Gray;Mythos Black Metallic;32.324;4.4;4.7;181;4.7;4.6;4.7;4.7;4.7;Audi;Q5 2.0T Tech Premium;2018;AutoNation Hyundai Hilton Head
ZASFAKPN0J7B77524;Used;81157;Crema;Montecarlo Blue Metallic;24.402;4.5;4.7;72;4.7;4.6;4.8;4.9;4.5;Alfa;Romeo Stelvio Base;2018;Westshore Honda
