vin;estado;numero_millas;color_interior;color_exterior;precio_rel;value_for_money_rating_rel;consumer_rating;consumer_reviews;comfort_rating;reliability_rating;exterior_styling_rating;performance_rating;interior_design_rating;marca;modelo;year;nombre_vendedor
5YJYGDEE2MF102871;Used;57476;White / Black;Pearl White Multi;65.869;3.7;4;15;4.1;3.8;4.2;4.3;4.2;Tesla;Model Y Long Range;2021;Tracy Volkswagen
5J8TC2H50LL013724;Used;18820;Ebony;White;40.998;4.4;4.6;96;4.8;4.6;4.8;4.7;4.7;Acura;RDX Technology Package;2020;CarMax Pleasanton - Now offering Curbside Pickup and Home Delivery
1GNSCBKC4GR219530;Used;80371;Jet Black;Black;32.95;4.2;4.6;84;4.8;4.7;4.7;4.5;4.7;Chevrolet;Tahoe LT;2016;Shift Bay Area
5UXWX9C57E0D31488;Used;106502;Black;Carbon Black Metallic;15.894;4.4;4.7;69;4.7;4.7;4.7;4.8;4.6;BMW;X3 xDrive28i;2014;AutoNation Toyota Tempe
3TMAZ5CNXNM160504;Used;15818;Black;Black;39.905;4.2;4.5;4;4.2;4.8;4.8;4.5;4.8;Toyota;Tacoma SR5;2022;Matt Mazzei Chevrolet
1FM5K8D87KGA86959;Used;39671;Ebony Black;Agate Black Metallic;34.189;4.7;4.8;110;4.8;4.8;4.9;4.8;4.8;Ford;Explorer XLT;2019;EchoPark Automotive Salt Lake City Delivery Center
1C4RJFBT5KC533848;Used;19724;Black;Diamond Black;37.999;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;AutoNation Chrysler Jeep Broadway
JF2SKAEC5KH407989;New;39346;Gray;Crystal White Pearl;30.873;4.7;4.7;279;4.8;4.8;4.7;4.6;4.7;Subaru;Forester Premium;2019;Mike Shaw Subaru
SALGS5RE8KA562335;Used;39004;Ebony/Ebony/Ebony/Ebony;Santorini Black Metallic;109.9;3.9;4.5;16;4.7;4.4;4.5;4.5;4.6;Land;Rover Range Rover 5.0L V8 Supercharged;2019;Jaguar Land Rover Bellevue
WDDWF4JBXJR405415;Used;55853;Black;Iridium Silver Metallic;32.555;4.7;4.8;66;4.8;4.8;4.9;4.9;4.9;Mercedes-Benz;C-Class C 300;2018;Mercedes-Benz of Boerne
1GCRCREC2JZ269426;Used;21641;Black;Black;42.255;4.5;4.6;349;4.7;4.6;4.7;4.6;4.6;Chevrolet;Silverado 1500 1LT;2018;SouthWest Ford
1FTEW1E45LFB53853;Used;52878;Black;Magnetic;57.595;4.7;4.8;219;4.9;4.8;4.8;4.8;4.8;Ford;F-150 Platinum;2020;Rusty Eck Ford
1FM5K7D85JGB55074;Used;48033;Ebony Black;Shadow Black;31.419;4.7;4.8;265;4.9;4.8;4.9;4.8;4.8;Ford;Explorer XLT;2018;Parks Chevrolet
1GYS4DKJ9LR189090;Used;31241;Jet Black;Crystal White Tri-Coat;77.9;5;5;9;5;5;5;5;5;Cadillac;Escalade Platinum;2020;Cavender Cadillac
SALRT2RV7KA083165;Used;45089;Light Oyster / Ebony;Byron Blue;56.95;2.7;3.4;4;4.2;2.8;3.7;3.5;3.5;Land;Rover Discovery HSE LUXURY;2019;eCarOne
5TDDZRFH0HS385013;Used;88774;Almond;Blizzard Pearl;30.901;4.7;4.8;348;4.9;4.8;4.8;4.7;4.8;Toyota;Highlander Limited;2017;Texas Toyota of Grapevine
1G1YV2DW1D5107297;Used;18600;Red;Arctic White;47;4.8;4.8;42;4.5;4.8;4.9;5;4.6;Chevrolet;Corvette Grand Sport;2013;Toyota of Irving
JTHGZ1B25L5036118;Used;19699;Black;Black;42;5;5;1;5;5;5;5;5;Lexus;IS 350 Base;2020;Clay Cooley Hyundai of Dallas
1FM5K8GC9LGA56881;Used;14888;Ebony;Magnetic Metallic;49.224;4.3;4.5;248;4.7;4.3;4.7;4.5;4.6;Ford;Explorer ST;2020;Courtesy Nissan
1FMSK7BH9MGA40147;Used;15246;Sandstone;Iconic Silver;35.279;4.8;4.8;61;4.9;4.8;4.9;4.9;4.8;Ford;Explorer Base;2021;Honda Cars of Rockwall
4S4WMARD9K3470910;New;17637;Java Brown;White;42;4.4;4.5;178;4.7;4.5;4.6;4.6;4.6;Subaru;Ascent Touring 7-Passenger;2019;Ferguson Superstore
2G1WF5EK6B1228620;Used;99789;Beige;White;7.999;4.1;4.2;84;4.4;4.2;4.2;4.2;4;Chevrolet;Impala LS Fleet;2011;Euro Sam Auto Sales
WA1VAAF75KD029920;Used;21220;Black;Glacier White Metallic;55.492;4.5;4.7;44;4.8;4.6;4.8;4.8;4.6;Audi;Q7 55 Prestige;2019;Classic Chevrolet Sugar Land
1FTFW1ED6MFC82948;Used;10309;Admiral Blue;Agate Black Metallic;83;4.6;4.8;79;4.8;4.7;4.9;4.8;4.9;Ford;F-150 Limited;2021;Bill Colwell Ford
5J8TC2H62KL803386;Used;73525;Ebony;Majestic Black Pearl;36.785;4.1;4.3;217;4.6;4.2;4.6;4.2;4.5;Acura;RDX A-Spec;2019;Buerkle Acura
JF2SKALC5MH430629;Used;13106;Gray;Crystal White Pearl;34.998;4.8;4.9;109;4.9;4.9;4.8;4.9;4.9;Subaru;Forester Sport;2021;Walser Subaru St. Paul
KM8R54HE8LU126437;Used;62075;Black;Becketts Black;40.995;4.6;4.7;219;4.8;4.6;4.7;4.5;4.8;Hyundai;Palisade Limited;2020;AutoNation Honda Covington Pike
1GYS4BKJ5GR349699;Used;45897;Black;Black Raven;49.35;4;4.4;27;4.6;4.2;4.7;4.4;4.7;Cadillac;Escalade Luxury;2016;Fox Valley Volkswagen of St. Charles
5TDFZRBH9MS126092;Used;10747;Orange;White;55.998;4.8;4.9;93;4.9;4.9;4.8;4.8;4.8;Toyota;Highlander Platinum;2021;CarMax Naperville - Now offering Curbside Pickup
WBA7E4C58KGV70379;Used;25990;Mocha;Alpine White;53.963;4;4.5;2;5;4.5;4;4.5;4;BMW;740 i xDrive;2019;BMW of Orland Park
1C4RJFCG2FC162719;Used;62564;Black;Gray;31.995;4.6;4.8;296;4.9;4.7;4.9;4.8;4.8;Jeep;Grand Cherokee High Altitude;2015;High Quality Auto Sales
WBA7T4C01LGF97115;Used;27971;Black;Black Sapphire Metallic;63.97;5;5;2;5;5;5;5;5;BMW;740 i xDrive;2020;BMW of Schererville
1FM5K7D88HGB87320;Used;80460;Camel;Oxford White;23.357;4.5;4.7;364;4.8;4.7;4.8;4.6;4.7;Ford;Explorer XLT;2017;Greenway Kia of Hickory Hollow
KL4CJESB8KB805493;New;18880;Ebony;Satin Steel Gray Metallic;24.977;4.6;4.7;182;4.7;4.7;4.8;4.6;4.6;Buick;Encore Preferred;2019;Wetzel Auto
JTMWFREV0JD109084;Used;24989;Black;Ruby Flare Pearl;28.648;4.7;4.8;770;4.8;4.9;4.8;4.8;4.7;Toyota;RAV4 XLE;2018;Kings Toyota
1C6RR7PT0ES347112;Used;83786;Black;Western Brown;30.599;4.4;4.6;296;4.6;4.5;4.6;4.6;4.5;RAM;1500 Longhorn;2014;AutoNation CDJR FIAT North Columbus
4JGFB4KBXLA009695;Used;41858;Espresso Brown;Mojave Silver Metallic;53.492;3.9;4.3;75;4.6;4.1;4.6;4;4.6;Mercedes-Benz;GLE 350 Base 4MATIC;2020;Gravity Autos Roswell
5N1DL0MN2LC502151;Used;20874;Graphite;Graphite Shadow;36.995;4.6;4.8;39;4.9;4.9;4.8;4.7;4.7;INFINITI;QX60 Pure;2020;West Chevrolet
JN8AZ2NFXH9644863;Used;87266;Wheat;Black Obsidian;32.995;4.7;4.8;50;5;4.8;4.9;4.8;4.8;INFINITI;QX80 Base;2017;United BMW
2T3RFREV0JW844728;Used;49790;Ash;Gray;27.132;4.7;4.8;770;4.8;4.9;4.8;4.8;4.7;Toyota;RAV4 XLE;2018;Gwinnett Place Ford
1GKKNLLS1KZ214801;Used;22406;Jet Black;Ebony Twilight Metallic;30;4.7;4.8;131;4.8;4.9;4.8;4.8;4.7;GMC;Acadia SLE-2;2019;Suburban Chrysler Dodge Jeep RAM of Troy
WDDSJ4EB4GN315569;Used;63237;Ash;Cirrus White;23;4.8;4.9;16;4.9;5;4.9;4.6;4.9;Mercedes-Benz;CLA-Class CLA 250;2016;Champion Hargreaves Chevrolet
3FA6P0HD7HR189809;Used;45646;Black;Red;19.998;4.7;4.8;351;4.8;4.8;4.8;4.7;4.8;Ford;Fusion SE;2017;CarMax Columbus Easton - Now offering Curbside Pickup and Home Delivery
2HGFC2F71JH508364;Used;12150;Black;Aegean Blue Metallic;24.471;4.8;4.8;546;4.7;4.8;4.9;4.8;4.7;Honda;Civic EX;2018;Ken Ganley Kia Medina
JA4AR3AU2LU019234;Used;47622;Black;Mercury Gray Metallic;21.739;4.9;4.9;36;5;5;5;4.8;4.9;Mitsubishi;Outlander Sport SE;2020;EchoPark Automotive Greenville
5XYPG4A54LG669091;Used;47591;Black;Snow White Pearl;24.999;4.6;4.7;76;4.8;4.7;4.8;4.7;4.7;Kia;Sorento LX;2020;Kia of Streetsboro
1C6SRFJT8MN800295;Used;17675;Tan;Black;50.998;4.6;4.8;92;4.9;4.8;4.9;4.8;4.9;RAM;1500 Laramie;2021;CarMax South Boulevard - Now offering Curbside Pickup and Home Delivery
JTHHP5AY0JA002809;Used;21317;Black;Infra Red;76.49;4.9;4.9;30;4.9;5;5;4.9;5;Lexus;LC 500 Base;2018;Westshore Mazda
1GNSKAKC6KR361495;Used;25671;Jet Black;Black;43.725;4.3;4.6;70;4.7;4.7;4.7;4.6;4.6;Chevrolet;Tahoe LS;2019;West Herr Jeep
5J8YD4H59KL018692;New;64710;Parchment;Majestic Black Pearl;38.988;4.5;4.6;63;4.6;4.8;4.7;4.6;4.7;Acura;MDX 3.5L w/Technology Package;2019;McDaniels Acura/Audi
1C6RR7GG5KS686480;Used;16201;Black;Diamond Black;33.916;4.7;4.7;143;4.7;4.8;4.7;4.7;4.6;RAM;1500 Classic Warlock;2019;West Herr Chrysler Dodge Jeep Ram of Lockport
19UUB1F5XHA001958;Used;38812;Ebony;Modern Steel Metallic;24.581;4.6;4.7;40;4.9;4.8;4.7;4.4;4.6;Acura;TLX Technology Package;2017;Pohanka Acura
YV1612TCXF1318861;Used;87250;Off-Black;Savile Gray Metallic;15.771;4.6;4.7;51;4.8;4.8;4.7;4.7;4.7;Volvo;S60 T5 Premier Plus;2015;Pohanka Acura
55SWF8EB5KU291874;Used;17471;Silk Beige;Emerald Green Metallic;39.999;4.5;4.8;40;4.8;4.7;4.8;4.8;4.8;Mercedes-Benz;C-Class C 300 4MATIC;2019;Select Auto Imports
2T2AZMAA0MC203311;Used;12038;Parchment;Nori Green Pearl;46.195;4.6;4.8;56;4.8;4.8;4.7;4.8;4.8;Lexus;RX 350 Base;2021;WBM of Arlington
1GYKNDRS9JZ245618;Used;47147;Beige;Bronze Dune Metallic;33.5;4.6;4.8;131;4.8;4.8;4.9;4.7;4.8;Cadillac;XT5 Luxury;2018;J.B.A. Chevrolet
3PCAJ5BA9MF100464;Used;13508;Wheat;Mineral Black;42.795;4.2;4.3;22;4.5;4.3;4.6;4.1;4.4;INFINITI;QX50 Luxe;2021;Schumacher Buick GMC Of North Palm Beach
WP0AA2A94ES107042;Used;33126;Black;Black;75.422;4.6;4.8;40;4.7;4.7;4.9;5;4.8;Porsche;911 Carrera;2014;BMW of Lancaster
5N1AZ2CJXLN158097;New;23018;Graphite;Brilliant Silver Metallic;36.295;4.7;4.9;76;4.9;4.8;4.9;4.9;4.8;Nissan;Murano SL;2020;Weston Nissan Volvo Cars
3GCPWFED5KG195832;Used;44481;Jet Black;Black;46.99;4;4.3;245;4.4;4.2;4.6;4.3;4.2;Chevrolet;Silverado 1500 High Country;2019;Ford of Kendall
1C4RJFBG3LC197184;Used;14752;Black;Diamond Black;37.5;4.7;4.8;150;4.9;4.8;4.9;4.8;4.8;Jeep;Grand Cherokee Limited;2020;Southern Chrysler Dodge Jeep Ram Greenbrier
5YJYGAEE5MF255890;Used;19296;Black;White;71.995;3.7;4;15;4.1;3.8;4.2;4.3;4.2;Tesla;Model Y Long Range;2021;J & S Autohaus
5J6RW2H54KA004979;Used;12540;Gray;Modern Steel Metallic;31.33;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX;2019;Avalon Honda
5NPD74LF6LH618564;Used;17645;Beige;Phantom Black;19.868;4.7;4.8;134;4.8;4.8;4.8;4.7;4.7;Hyundai;Elantra SE;2020;Lynnes Hyundai
WDD3G4FB6KW019215;Used;16355;Macchiato Beige;Midnight Black;33.945;4.3;4.5;36;4.6;4.3;4.7;4.4;4.7;Mercedes-Benz;A-Class A 220 4MATIC;2019;Mercedes-Benz of White Plains
7FARW2H85KE026050;Used;36101;Gray;Gunmetal Metallic;30.106;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Honda of New Rochelle
WBA5R1C5XKAK10138;New;20238;Black;Alpine White;43.995;4.6;4.9;30;4.9;4.9;4.9;5;4.9;BMW;330 i;2019;BMW of Honolulu
JF2GTAEC8KH315178;Used;11459;Black;Crystal White Pearl;30.987;4.7;4.7;205;4.7;4.8;4.8;4.6;4.7;Subaru;Crosstrek 2.0i Premium;2019;North End Subaru
WA1LAAF7XHD004575;Used;89712;Black;Black;29.987;4.4;4.7;72;4.9;4.6;4.7;4.7;4.8;Audi;Q7 3.0T Premium Plus;2017;Honda Stratham
W1N4M4HB2MW123992;Used;8875;Macchiato Beige;Polar White;48.5;3.9;4.4;10;4.5;4.2;4.5;4.7;4.9;Mercedes-Benz;GLB 250 Base 4MATIC;2021;Mercedes-Benz of Portsmouth
JTKDE3B70A0305040;Used;135000;Black;Gray;6.619;4.4;4.4;19;4.4;4.7;4.4;4.4;4.1;Scion;tC;2010;TRED Private Seller (West LA)
5N1DL0MN4KC556968;Used;36493;Graphite;Black Obsidian;32.995;4.5;4.6;56;4.8;4.6;4.7;4.5;4.6;INFINITI;QX60 Luxe;2019;Future Auto Sales
2T3H1RFV6MC119634;New;15555;Black;Black;33.288;4.7;4.8;102;4.8;4.9;4.9;4.8;4.8;Toyota;RAV4 LE;2021;Longo Toyota
JTEBU5JR5F5261607;Used;63532;Black;Classic Silver Metallic;34.707;4.6;4.7;94;4.7;4.9;4.9;4.7;4.6;Toyota;4Runner Limited;2015;Anderson Toyota
5J8TC1H65ML004053;Used;23331;Red;White;46.497;4.6;4.8;42;4.9;4.8;4.9;4.7;4.9;Acura;RDX A-Spec;2021;Roberts Auto Sales
55SWF8EB5KU289381;Used;23797;Black;Polar White;35.955;4.5;4.8;40;4.8;4.7;4.8;4.8;4.8;Mercedes-Benz;C-Class C 300 4MATIC;2019;Mercedes-Benz of San Jose
5J8YD4H5XLL024731;New;35443;Black;Platinum White Pearl;43.99;4.8;4.9;50;4.9;4.9;4.8;4.9;4.9;Acura;MDX 3.5L w/Technology Package;2020;AutoNation Acura Stevens Creek
WDDWK4JB9JF642345;Used;22530;Black;Obsidian Black Metallic;42.997;4.7;4.8;66;4.8;4.8;4.9;4.9;4.9;Mercedes-Benz;C-Class C 300;2018;Winn Volkswagen
KNDJN2A29H7459788;Used;14918;Black;Bright Silver;18.504;4.8;4.8;457;4.8;4.9;4.8;4.8;4.8;Kia;Soul Base;2017;Larry H. Miller Volkswagen Avondale
2FMPK3J99LBB68192;New;10737;Black;Magnetic Metallic;32.818;4.8;4.9;141;4.9;4.9;4.9;4.9;4.9;Ford;Edge SEL;2020;AutoNation Ford Scottsdale
1C6SRFHM3MN806827;Used;19560;Indigo;Bright White Clearcoat;63.25;4.6;4.8;92;4.9;4.8;4.9;4.8;4.9;RAM;1500 Limited;2021;Bill Luke Santan
WBA5R7C57KAJ82527;Used;37776;Black;White;36.639;4.6;4.9;30;4.9;4.9;4.9;5;4.9;BMW;330 i xDrive;2019;EchoPark Automotive Salt Lake City Delivery Center
1C4RJFBG2FC682632;Used;49958;Beige;Black;28.998;4.6;4.8;296;4.9;4.7;4.9;4.8;4.8;Jeep;Grand Cherokee Limited;2015;Leskovar Mitsubishi
2T2AZMDA6MC260396;Used;10592;Black;Atomic Silver;54.995;4.6;4.8;56;4.8;4.8;4.7;4.8;4.8;Lexus;RX 350;2021;Kuni Lexus of Greenwood Village
1GKS2CKJ2GR136019;Used;58767;Cocoa / Dune;Midnight Amethyst Metallic;47.591;4;4.3;59;4.6;4.1;4.6;4.2;4.6;GMC;Yukon Denali;2016;Groove Ford
1GYS3BKJ8LR155326;Used;38515;Jet Black;Black Raven;67.64;5;5;9;5;5;5;5;5;Cadillac;Escalade Luxury;2020;Sewell Cadillac Buick GMC
1HGCV1F36KA172652;Used;83729;Black;White;25.998;4.7;4.7;223;4.7;4.8;4.8;4.7;4.8;Honda;Accord Sport;2019;AutoNation Honda Lewisville
1V2AC2CA7LC220362;Used;12014;Titan Black;Pure White;32.198;4.6;4.7;34;4.8;4.6;4.8;4.5;4.6;Volkswagen;Atlas Cross Sport 2.0T S;2020;Clay Cooley Chrysler Dodge Jeep
JF2GTHSCXMH386673;New;18900;Gray;Crystal Black Silica;33.986;4.8;4.8;78;4.9;4.8;4.8;4.8;4.8;Subaru;Crosstrek Sport;2021;Brandon Tomes Subaru
5XYRG4LC3MG052335;Used;45581;Black;Glacial White Pearl;30.424;4.7;4.8;52;4.9;4.7;4.9;4.7;4.9;Kia;Sorento LX;2021;Rusty Wallis Honda
WP1AG2A56JLB63076;Used;65250;Black;Carrara White Metallic;54.983;4.5;4.8;68;4.9;4.9;4.9;4.9;4.8;Porsche;Macan GTS;2018;AutoNation USA Katy
1GNSKBKC4GR155508;Used;66941;Cocoa / Dune;Black;38.85;4.2;4.6;84;4.8;4.7;4.7;4.5;4.7;Chevrolet;Tahoe LT;2016;Star Motor Cars
1C4RJFBG9LC314119;Used;44501;Black;Slate Blue Pearlcoat;37.677;4.7;4.8;150;4.9;4.8;4.9;4.8;4.8;Jeep;Grand Cherokee Limited;2020;Jeff Belzer's New Prague
2HKRW2H85LH679783;Used;13599;Gray;Gray;34.599;4.8;4.8;269;4.9;4.9;4.9;4.8;4.8;Honda;CR-V EX-L;2020;Walser Honda
5UXTR9C5XKLE12377;Used;20008;Black;Alpine White;41.49;4.3;4.7;99;4.7;4.6;4.8;4.8;4.7;BMW;X3 xDrive30i;2019;Motorwerks BMW
WDDSJ4GB3JN529697;New;15618;Black;Jupiter Red;34;4.4;4.5;54;4.4;4.5;4.8;4.6;4.5;Mercedes-Benz;CLA 250 Base 4MATIC;2018;Mercedes-Benz of Westmont
1C4RJFBG5KC703161;Used;42024;Black;Diamond Black;41.377;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Castle Chevrolet of Villa Park
2T3P1RFV9KW071473;New;55328;Black;Magnetic Gray Metallic;30.999;4.4;4.6;444;4.6;4.6;4.7;4.4;4.6;Toyota;RAV4 XLE;2019;Oakbrook Toyota in Westmont
1G6AE5RX3J0179285;New;47057;Jet Black;Black Raven;26.778;4.6;4.7;28;4.7;4.8;4.9;4.8;4.7;Cadillac;ATS 2.0L Turbo;2018;Ettleson Cadillac
WA1DECF36M1020513;Used;11463;Black;Navarra Blue Metallic;39.995;4.9;5;8;5;4.9;4.9;5;5;Audi;Q3 45 S line Premium;2021;The Audi Exchange
SALYK2EX0LA241496;Used;24021;Ebony / Ebony;Fuji White;60.155;3.9;4.3;13;4.2;4.2;4.9;4.1;4.5;Land;Rover Range Rover Velar S R-Dynamic;2020;Webb Hyundai Highland
2T3H1RFV9LC061405;Used;21256;Black;Midnight Black Metallic;34.734;4.6;4.7;166;4.8;4.8;4.8;4.7;4.8;Toyota;RAV4 LE;2020;Nashville Toyota North
1C4RJEBG2FC872294;Used;156412;Black;Billet Silver Metallic Clearcoat;17.995;4.6;4.8;296;4.9;4.7;4.9;4.8;4.8;Jeep;Grand Cherokee Limited;2015;Tameron Honda
2HKRW2H59KH622717;Used;19501;Black;Orange;28.5;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX;2019;Napleton Hyundai of Carmel
5TDBZRFH4KS965301;Used;39323;Black;Black;32.99;4.5;4.6;363;4.8;4.6;4.7;4.6;4.7;Toyota;Highlander LE;2019;Carver Toyota of Columbus
5FNYF6H51LB021255;Used;16791;Black;Black;41.178;4.1;4.3;151;4.6;4.1;4.5;4.3;4.6;Honda;Pilot EX-L;2020;Cumberland Auto Center
2C3CDZAG7LH239941;New;10177;Black;Granite Crystal Clearcoat Metallic;30.992;4.8;4.9;72;4.9;4.9;5;4.9;4.9;Dodge;Challenger SXT;2020;Brewbaker Dodge Chrysler Jeep
5N1AZ2MJ3KN117596;Used;28273;Graphite;Magnetic Black;35.894;4.8;4.9;96;5;4.8;4.9;4.8;4.9;Nissan;Murano SL;2019;Jack Ingram Motors
1GKS1HKJ3HR334996;Used;80242;Jet Black;Iridium;45.897;4.2;4.6;26;4.6;4.8;4.8;4.6;4.8;GMC;Yukon XL Denali;2017;Jim Ellis Buick GMC Mall of GA
3LN6L5C91KR611324;Used;20759;Cappuccino;Magnetic Gray Metallic;30.954;4.9;4.9;32;5;5;4.9;4.9;4.9;Lincoln;MKZ Reserve I;2019;Southgate Lincoln
WA1JCCFS5JR020757;Used;17264;Chestnut Brown;Glacier White Metallic;35.998;4.6;4.8;52;4.8;4.8;4.9;4.7;4.8;Audi;Q3 2.0T Premium Plus;2018;CarMax Columbus Easton - Now offering Curbside Pickup and Home Delivery
1C6SRFJT3KN823271;Used;23634;Indigo;Black;54.998;4.5;4.7;474;4.8;4.5;4.8;4.7;4.9;RAM;1500 Laramie;2019;CarMax Columbus Easton - Now offering Curbside Pickup and Home Delivery
1FTEW1EP1LFA20825;Used;31103;Black;Oxford White;49.995;4.7;4.8;219;4.9;4.8;4.8;4.8;4.8;Ford;F-150 Lariat;2020;AutoNation CDJR FIAT Johnson City
1GNSKBKC2HR395528;Used;88413;Black;Black;35.295;4.4;4.7;131;4.8;4.7;4.8;4.6;4.7;Chevrolet;Tahoe LT;2017;Serpentini Chevrolet Westlake
1GNSKBKCXLR230786;Used;39453;Jet Black;Black;56.88;4.3;4.4;26;4.3;4.6;4.5;4.6;4.2;Chevrolet;Tahoe LT;2020;Ramey Tazewell
5UXKR0C59G0S92438;Used;83500;Canberra Beige;Imperial Blue Metallic;27.1;4.5;4.8;73;4.8;4.7;4.8;4.8;4.8;BMW;X5 xDrive35i;2016;Mini of Wesley Chapel
